title,prices,features,booking_start,organizing
"
Not Furnished 2 BHK Apartment for Sale in Bahadurpally
Praneeth Pranav Flora




















 Similar Properties,Bahadurpally

New Booking

 56.77 L         

 6198 per sq.ft. Carpet Area

","
 56.77 L         ","


Carpet Area

              916 sq.ft (85.1 sq.m) 

                    @ 6198 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Manikonda
RR Signature




















 Similar Properties,Manikonda

New Booking

 67.98 L         

 6874 per sq.ft. Carpet Area

","
 67.98 L         ","


Carpet Area

              989 sq.ft (91.88 sq.m) 

                    @ 6874 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 4+ BHK Apartment for Sale in Attapur
Kedias Sunrise Towers




















 Similar Properties,Attapur

New Booking

 1.06 Cr         

 6019 per sq.ft. Carpet Area

","
 1.06 Cr         ","


Carpet Area

              1761 sq.ft (163.6 sq.m) 

                    @ 6019 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Kompally
Modi Sterling Heights




















 Similar Properties,Kompally

New Booking

 71.61 L         

 4374 per sq.ft. Carpet Area

","
 71.61 L         ","


Carpet Area

              1637 sq.ft (152.08 sq.m) 

                    @ 4374 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Nacharam
Sri Bhavani BK Towers




















 Similar Properties,Nacharam

New Booking

 61.37 L         

 5919 per sq.ft. Carpet Area

","
 61.37 L         ","


Carpet Area

              1037 sq.ft (96.34 sq.m) 

                    @ 5919 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Attapur
Kedias Sunrise Towers




















 Similar Properties,Attapur

New Booking

 71.44 L         

 6003 per sq.ft. Carpet Area

","
 71.44 L         ","


Carpet Area

              1190 sq.ft (110.55 sq.m) 

                    @ 6003 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Kompally
Beccun Lifestyle




















 Similar Properties,Kompally

New Booking

 45.12 L         

 5002 per sq.ft. Carpet Area

","
 45.12 L         ","


Carpet Area

              902 sq.ft (83.8 sq.m) 

                    @ 5002 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Peerancheru
Pbel City Tower L - Opal




















 Similar Properties,Peerancheru

New Booking

 71.87 L         

 5950 per sq.ft. Carpet Area

","
 71.87 L         ","


Carpet Area

              1208 sq.ft (112.23 sq.m) 

                    @ 5950 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Medchal
Sairam Kudapa




















 Similar Properties,Medchal

New Booking

 56.11 L         

 5876 per sq.ft. Carpet Area

","
 56.11 L         ","


Carpet Area

              955 sq.ft (88.72 sq.m) 

                    @ 5876 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Bowrampet
Sivadeep Sankalp




















 Similar Properties,Bowrampet

New Booking

 55 L         

 5500 per sq.ft. Carpet Area

","
 55 L         ","


Carpet Area

              1000 sq.ft (92.9 sq.m) 

                    @ 5500 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 4+ BHK Apartment for Sale in Jubilee Hills
Mantri A




















 Similar Properties,Jubilee Hills

New Booking

 9.84 Cr         

 17496 per sq.ft. Carpet Area

","
 9.84 Cr         ","


Carpet Area

              5624 sq.ft (522.49 sq.m) 

                    @ 17496 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Kompally
Modi Sterling Heights




















 Similar Properties,Kompally

New Booking

 50.82 L         

 4373 per sq.ft. Carpet Area

","
 50.82 L         ","


Carpet Area

              1162 sq.ft (107.95 sq.m) 

                    @ 4373 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Bachupally
Jai Sri Devi Homes




















 Similar Properties,Bachupally

New Booking

 39.05 L         

 5000 per sq.ft. Carpet Area

","
 39.05 L         ","


Carpet Area

              781 sq.ft (72.56 sq.m) 

                    @ 5000 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Uppal
Elements White Riviera




















 Similar Properties,Uppal

New Booking

 95.46 L         

 6873 per sq.ft. Carpet Area

","
 95.46 L         ","


Carpet Area

              1389 sq.ft (129.04 sq.m) 

                    @ 6873 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Sangareddy
Kausalya Kapil Kausalya Apartment




















 Similar Properties,Sangareddy

New Booking

 35.54 L         

 4123 per sq.ft. Carpet Area

","
 35.54 L         ","


Carpet Area

              862 sq.ft (80.08 sq.m) 

                    @ 4123 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Peerancheru
Pbel City Tower L - Opal




















 Similar Properties,Peerancheru

New Booking

 93.29 L         

 5950 per sq.ft. Carpet Area

","
 93.29 L         ","


Carpet Area

              1568 sq.ft (145.67 sq.m) 

                    @ 5950 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Kompally
SV Gardenia




















 Similar Properties,Kompally

New Booking

 52.65 L         

 5625 per sq.ft. Carpet Area

","
 52.65 L         ","


Carpet Area

              936 sq.ft (86.96 sq.m) 

                    @ 5625 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
3BHK Apartment for Sale in Kondapur
Incor Viva City




















 Similar Properties,Kondapur

New Booking

 1.41 Cr         

 7622 per sq.ft. Carpet Area

","
 1.41 Cr         ","


Carpet Area

              1850 sq.ft (171.87 sq.m) 

                    @ 7622 /-                


Possession On
Dec'23


Floor
4


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+30 more

",Posted : 25 days ago,"
Agent : 
Ramana
"
"
 2 BHK Apartment for Sale in Nallagandla
Primark Cygnus




















 Similar Properties,Nallagandla

New Booking

 59.95 L         

 6251 per sq.ft. Carpet Area

","
 59.95 L         ","


Carpet Area

              959 sq.ft (89.09 sq.m) 

                    @ 6251 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
2


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Gopanpally
Honer Aquantis




















 Similar Properties,Gopanpally

New Booking

 85.66 L         

 7845 per sq.ft. Carpet Area

","
 85.66 L         ","


Carpet Area

              1092 sq.ft (101.45 sq.m) 

                    @ 7845 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
 2 BHK Apartment for Sale in Pragathi Nagar
SR Platinum




















 Similar Properties,Pragathi Nagar

New Booking

 43.47 L         

 4751 per sq.ft. Carpet Area

","
 43.47 L         ","


Carpet Area

              915 sq.ft (85.01 sq.m) 

                    @ 4751 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
2


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Nallagandla
Aparna Sarovar Grande




















 Similar Properties,Nallagandla

New Booking

 1.09 Cr         

 7124 per sq.ft. Carpet Area

","
 1.09 Cr         ","


Carpet Area

              1536 sq.ft (142.7 sq.m) 

                    @ 7124 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Kokapet
Vertex Panache




















 Similar Properties,Kokapet

New Booking

 1.32 Cr         

 8500 per sq.ft. Carpet Area

","
 1.32 Cr         ","


Carpet Area

              1556 sq.ft (144.56 sq.m) 

                    @ 8500 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 4 BHK Apartment for Sale in Nallagandla
Aparna Sarovar Grande




















 Similar Properties,Nallagandla

New Booking

 2.09 Cr         

 7124 per sq.ft. Carpet Area

","
 2.09 Cr         ","


Carpet Area

              2936 sq.ft (272.76 sq.m) 

                    @ 7124 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Semi Furnished 3BHK Apartment for Sale in Moti Nagar
Brigade Citadel Phase I




















 Similar Properties,Moti Nagar

New Booking

 1.28 Cr         

 10111 per sq.ft. Carpet Area

","
 1.28 Cr         ","


Carpet Area

              1266 sq.ft (117.62 sq.m) 

                    @ 10111 /-                


Possession On
Oct'25


Floor
10


Bathrooms
3


",Posted : 10 days ago,"
Agent : 
Go Digital Enterprises  Private Limited
"
"
Not Furnished 2 BHK Villa for Sale in Cherlapally
Modi Silver Oak Villas




















 Similar Properties,Cherlapally

New Booking

 59.32 L         

 6741 per sq.ft. Carpet Area

","
 59.32 L         ","


Carpet Area

              880 sq.ft (81.75 sq.m) 

                    @ 6741 /-                


Possession On
NA


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Villa for Sale in Srisailam Highway
Ramky The Huddle




















 Similar Properties,Srisailam Highway

New Booking

 1.84 Cr         

 10421 per sq.ft. Carpet Area

","
 1.84 Cr         ","


Carpet Area

              1767 sq.ft (164.16 sq.m) 

                    @ 10421 /-                


Possession On
NA


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
